id,modulo_id,titulo,ordem_aula,duracao_minutos,tipo
1605,215,Aula 3,3,20,quiz
1606,215,Aula 4,4,13,texto
1607,215,Aula 5,5,10,quiz
1608,215,Aula 6,6,13,texto
1609,216,Aula 1,1,23,video
1610,216,Aula 2,2,6,quiz
1611,216,Aula 3,3,18,texto
1612,216,Aula 4,4,22,video
1613,216,Aula 5,5,21,texto
1614,216,Aula 6,6,17,quiz
1615,216,Aula 7,7,10,texto
1616,217,Aula 1,1,21,texto
1617,217,Aula 2,2,15,quiz
1618,217,Aula 3,3,5,video
1619,217,Aula 4,4,11,texto
1620,217,Aula 5,5,23,video
1621,217,Aula 6,6,15,texto
1622,218,Aula 1,1,10,quiz
1623,218,Aula 2,2,13,video
1624,218,Aula 3,3,13,texto
1625,218,Aula 4,4,24,texto
1626,218,Aula 5,5,16,video
1627,218,Aula 6,6,20,texto
1628,218,Aula 7,7,11,texto
1629,218,Aula 8,8,16,texto
1630,219,Aula 1,1,13,texto
1631,219,Aula 2,2,10,quiz
1632,219,Aula 3,3,9,quiz
1633,219,Aula 4,4,12,video
1634,219,Aula 5,5,13,video
1635,219,Aula 6,6,22,texto
1636,219,Aula 7,7,17,video
1637,219,Aula 8,8,9,quiz
1638,219,Aula 9,9,9,texto
1639,220,Aula 1,1,10,texto
1640,220,Aula 2,2,20,video
1641,220,Aula 3,3,25,quiz
1642,220,Aula 4,4,22,quiz
1643,220,Aula 5,5,15,texto
1644,220,Aula 6,6,14,texto
1645,221,Aula 1,1,17,video
1646,221,Aula 2,2,10,video
1647,221,Aula 3,3,11,texto
1648,221,Aula 4,4,20,quiz
1649,221,Aula 5,5,8,texto
1650,221,Aula 6,6,15,texto
1651,222,Aula 1,1,16,quiz
1652,222,Aula 2,2,22,texto
1653,222,Aula 3,3,16,video
1654,222,Aula 4,4,18,video
1655,222,Aula 5,5,16,quiz
1656,222,Aula 6,6,24,video
1657,222,Aula 7,7,23,quiz
1658,222,Aula 8,8,25,quiz
1659,223,Aula 1,1,14,texto
1660,223,Aula 2,2,15,quiz
1661,223,Aula 3,3,21,texto
1662,223,Aula 4,4,19,video
1663,223,Aula 5,5,17,quiz
1664,223,Aula 6,6,14,texto
1665,223,Aula 7,7,25,video
1666,224,Aula 1,1,25,texto
1667,224,Aula 2,2,18,quiz
1668,224,Aula 3,3,24,quiz
1669,224,Aula 4,4,17,video
1670,224,Aula 5,5,7,video
1671,224,Aula 6,6,15,video
1672,224,Aula 7,7,15,texto
1673,225,Aula 1,1,13,quiz
1674,225,Aula 2,2,25,texto
1675,225,Aula 3,3,13,texto
1676,225,Aula 4,4,16,quiz
1677,225,Aula 5,5,23,quiz
1678,225,Aula 6,6,19,texto
1679,225,Aula 7,7,10,video
1680,225,Aula 8,8,5,video
1681,226,Aula 1,1,13,quiz
1682,226,Aula 2,2,7,video
1683,226,Aula 3,3,10,texto
1684,226,Aula 4,4,8,video
1685,226,Aula 5,5,7,texto
1686,226,Aula 6,6,22,video
1687,226,Aula 7,7,5,texto
1688,227,Aula 1,1,8,texto
1689,227,Aula 2,2,24,video
1690,227,Aula 3,3,7,quiz
1691,227,Aula 4,4,17,texto
1692,227,Aula 5,5,12,video
1693,227,Aula 6,6,14,texto
1694,228,Aula 1,1,9,quiz
1695,228,Aula 2,2,10,video
1696,228,Aula 3,3,6,quiz
1697,228,Aula 4,4,16,texto
1698,228,Aula 5,5,20,texto
1699,228,Aula 6,6,22,texto
1700,228,Aula 7,7,22,texto
1701,229,Aula 1,1,22,video
1702,229,Aula 2,2,23,quiz
1703,229,Aula 3,3,19,quiz
1704,229,Aula 4,4,25,quiz
1705,229,Aula 5,5,18,quiz
1706,229,Aula 6,6,25,quiz
1707,229,Aula 7,7,22,texto
1708,230,Aula 1,1,20,quiz
1709,230,Aula 2,2,12,video
1710,230,Aula 3,3,19,texto
1711,230,Aula 4,4,16,texto
1712,230,Aula 5,5,13,video
1713,230,Aula 6,6,14,video
1714,230,Aula 7,7,5,quiz
1715,230,Aula 8,8,9,texto
1716,231,Aula 1,1,20,quiz
1717,231,Aula 2,2,5,quiz
1718,231,Aula 3,3,20,texto
1719,231,Aula 4,4,14,video
1720,231,Aula 5,5,18,texto
1721,231,Aula 6,6,24,video
1722,231,Aula 7,7,5,quiz
1723,231,Aula 8,8,16,video
1724,232,Aula 1,1,22,texto
1725,232,Aula 2,2,17,video
1726,232,Aula 3,3,10,quiz
1727,232,Aula 4,4,25,texto
1728,232,Aula 5,5,17,video
1729,232,Aula 6,6,13,video
1730,232,Aula 7,7,18,quiz
1731,232,Aula 8,8,12,quiz
1732,232,Aula 9,9,24,quiz
1733,233,Aula 1,1,14,quiz
1734,233,Aula 2,2,22,texto
1735,233,Aula 3,3,18,video
1736,233,Aula 4,4,7,video
1737,233,Aula 5,5,9,texto
1738,233,Aula 6,6,8,quiz
1739,233,Aula 7,7,19,quiz
1740,233,Aula 8,8,19,texto
1741,234,Aula 1,1,11,texto
1742,234,Aula 2,2,5,video
1743,234,Aula 3,3,6,quiz
1744,234,Aula 4,4,5,video
1745,234,Aula 5,5,8,texto
1746,234,Aula 6,6,13,video
1747,234,Aula 7,7,19,quiz
1748,234,Aula 8,8,5,video
1749,234,Aula 9,9,7,video
1750,235,Aula 1,1,20,video
1751,235,Aula 2,2,15,texto
1752,235,Aula 3,3,14,texto
1753,235,Aula 4,4,16,texto
1754,235,Aula 5,5,6,texto
1755,235,Aula 6,6,7,video
1756,236,Aula 1,1,13,texto
1757,236,Aula 2,2,7,quiz
1758,236,Aula 3,3,20,video
1759,236,Aula 4,4,11,texto
1760,236,Aula 5,5,17,video
1761,236,Aula 6,6,8,quiz
1762,237,Aula 1,1,17,texto
1763,237,Aula 2,2,12,quiz
1764,237,Aula 3,3,6,video
1765,237,Aula 4,4,19,quiz
1766,237,Aula 5,5,8,quiz
1767,237,Aula 6,6,11,texto
1768,237,Aula 7,7,17,quiz
1769,238,Aula 1,1,15,video
1770,238,Aula 2,2,25,quiz
1771,238,Aula 3,3,6,quiz
1772,238,Aula 4,4,22,quiz
1773,238,Aula 5,5,8,texto
1774,238,Aula 6,6,20,quiz
1775,238,Aula 7,7,14,video
1776,238,Aula 8,8,16,video
1777,239,Aula 1,1,8,video
1778,239,Aula 2,2,25,texto
1779,239,Aula 3,3,15,video
1780,239,Aula 4,4,10,texto
1781,239,Aula 5,5,23,video
1782,239,Aula 6,6,17,video
1783,239,Aula 7,7,5,video
1784,240,Aula 1,1,24,video
1785,240,Aula 2,2,16,video
1786,240,Aula 3,3,12,video
1787,240,Aula 4,4,20,video
1788,240,Aula 5,5,24,texto
1789,240,Aula 6,6,25,video
1790,240,Aula 7,7,6,texto
1791,240,Aula 8,8,25,video
1792,240,Aula 9,9,22,video
1793,241,Aula 1,1,20,video
1794,241,Aula 2,2,15,quiz
1795,241,Aula 3,3,25,texto
1796,241,Aula 4,4,19,quiz
1797,241,Aula 5,5,11,video
1798,241,Aula 6,6,17,texto
1799,241,Aula 7,7,9,texto
1800,242,Aula 1,1,20,quiz
1801,242,Aula 2,2,19,quiz
1802,242,Aula 3,3,14,quiz
1803,242,Aula 4,4,20,video
1804,242,Aula 5,5,23,video
1805,242,Aula 6,6,22,texto
1806,243,Aula 1,1,19,texto
1807,243,Aula 2,2,24,quiz
1808,243,Aula 3,3,10,video
1809,243,Aula 4,4,21,video
1810,243,Aula 5,5,19,texto
1811,243,Aula 6,6,13,quiz
1812,243,Aula 7,7,16,texto
1813,243,Aula 8,8,5,quiz
1814,244,Aula 1,1,10,video
1815,244,Aula 2,2,24,texto
1816,244,Aula 3,3,24,video
1817,244,Aula 4,4,15,quiz
1818,244,Aula 5,5,7,quiz
1819,244,Aula 6,6,22,texto
1820,244,Aula 7,7,11,quiz
1821,244,Aula 8,8,20,quiz
1822,244,Aula 9,9,9,quiz
1823,245,Aula 1,1,15,texto
1824,245,Aula 2,2,25,texto
1825,245,Aula 3,3,8,video
1826,245,Aula 4,4,21,quiz
1827,245,Aula 5,5,7,video
1828,245,Aula 6,6,9,video
1829,245,Aula 7,7,6,video
1830,245,Aula 8,8,8,texto
1831,246,Aula 1,1,8,video
1832,246,Aula 2,2,23,quiz
1833,246,Aula 3,3,17,quiz
1834,246,Aula 4,4,20,quiz
1835,246,Aula 5,5,24,quiz
1836,246,Aula 6,6,23,texto
1837,246,Aula 7,7,6,texto
1838,247,Aula 1,1,24,quiz
1839,247,Aula 2,2,7,video
1840,247,Aula 3,3,11,quiz
1841,247,Aula 4,4,20,video
1842,247,Aula 5,5,19,quiz
1843,247,Aula 6,6,6,texto
1844,247,Aula 7,7,22,quiz
1845,248,Aula 1,1,16,quiz
1846,248,Aula 2,2,6,quiz
1847,248,Aula 3,3,13,quiz
1848,248,Aula 4,4,6,quiz
1849,248,Aula 5,5,7,texto
1850,248,Aula 6,6,7,video
1851,248,Aula 7,7,21,video
1852,248,Aula 8,8,8,quiz
1853,248,Aula 9,9,12,quiz
1854,249,Aula 1,1,11,video
1855,249,Aula 2,2,21,quiz
1856,249,Aula 3,3,12,quiz
1857,249,Aula 4,4,25,video
1858,249,Aula 5,5,22,quiz
1859,249,Aula 6,6,22,texto
1860,249,Aula 7,7,8,quiz
1861,249,Aula 8,8,23,texto
1862,249,Aula 9,9,19,quiz
1863,250,Aula 1,1,8,video
1864,250,Aula 2,2,10,quiz
1865,250,Aula 3,3,17,quiz
1866,250,Aula 4,4,15,quiz
1867,250,Aula 5,5,10,quiz
1868,250,Aula 6,6,24,texto
1869,250,Aula 7,7,16,texto
1870,250,Aula 8,8,22,texto
1871,250,Aula 9,9,16,texto
1872,251,Aula 1,1,15,quiz
1873,251,Aula 2,2,12,quiz
1874,251,Aula 3,3,22,video
1875,251,Aula 4,4,17,quiz
1876,251,Aula 5,5,13,texto
1877,251,Aula 6,6,19,texto
1878,251,Aula 7,7,17,video
1879,251,Aula 8,8,6,texto
1880,251,Aula 9,9,24,video
1881,252,Aula 1,1,14,video
1882,252,Aula 2,2,14,video
1883,252,Aula 3,3,11,texto
1884,252,Aula 4,4,5,quiz
1885,252,Aula 5,5,13,quiz
1886,252,Aula 6,6,21,quiz
1887,252,Aula 7,7,23,quiz
1888,253,Aula 1,1,8,video
1889,253,Aula 2,2,19,texto
1890,253,Aula 3,3,9,video
1891,253,Aula 4,4,13,texto
1892,253,Aula 5,5,23,video
1893,253,Aula 6,6,12,texto
1894,253,Aula 7,7,14,video
1895,254,Aula 1,1,23,video
1896,254,Aula 2,2,7,quiz
1897,254,Aula 3,3,15,texto
1898,254,Aula 4,4,10,texto
1899,254,Aula 5,5,23,video
1900,254,Aula 6,6,24,quiz
1901,254,Aula 7,7,14,video
1902,254,Aula 8,8,23,texto
1903,254,Aula 9,9,7,video
1904,255,Aula 1,1,16,texto
1905,255,Aula 2,2,18,video
1906,255,Aula 3,3,12,quiz
1907,255,Aula 4,4,25,quiz
1908,255,Aula 5,5,5,quiz
1909,255,Aula 6,6,25,texto
1910,255,Aula 7,7,6,texto
1911,255,Aula 8,8,21,video
1912,256,Aula 1,1,22,quiz
1913,256,Aula 2,2,9,texto
1914,256,Aula 3,3,21,quiz
1915,256,Aula 4,4,12,video
1916,256,Aula 5,5,6,quiz
1917,256,Aula 6,6,17,texto
1918,256,Aula 7,7,24,quiz
1919,256,Aula 8,8,21,video
1920,257,Aula 1,1,18,texto
1921,257,Aula 2,2,17,video
1922,257,Aula 3,3,9,texto
1923,257,Aula 4,4,7,texto
1924,257,Aula 5,5,23,quiz
1925,257,Aula 6,6,6,quiz
1926,257,Aula 7,7,17,texto
1927,258,Aula 1,1,17,quiz
1928,258,Aula 2,2,18,quiz
1929,258,Aula 3,3,9,video
1930,258,Aula 4,4,20,quiz
1931,258,Aula 5,5,11,texto
1932,258,Aula 6,6,17,quiz
1933,259,Aula 1,1,22,quiz
1934,259,Aula 2,2,21,video
1935,259,Aula 3,3,12,video
1936,259,Aula 4,4,13,texto
1937,259,Aula 5,5,15,quiz
1938,259,Aula 6,6,23,video
1939,259,Aula 7,7,8,quiz
1940,260,Aula 1,1,18,texto
1941,260,Aula 2,2,16,video
1942,260,Aula 3,3,15,texto
1943,260,Aula 4,4,24,quiz
1944,260,Aula 5,5,5,texto
1945,260,Aula 6,6,10,texto
1946,260,Aula 7,7,24,texto
1947,260,Aula 8,8,24,video
1948,260,Aula 9,9,19,video
1949,261,Aula 1,1,11,quiz
1950,261,Aula 2,2,16,video
1951,261,Aula 3,3,7,video
1952,261,Aula 4,4,6,video
1953,261,Aula 5,5,24,video
1954,261,Aula 6,6,14,video
1955,261,Aula 7,7,15,quiz
1956,262,Aula 1,1,14,texto
1957,262,Aula 2,2,20,video
1958,262,Aula 3,3,15,video
1959,262,Aula 4,4,22,video
1960,262,Aula 5,5,11,quiz
1961,262,Aula 6,6,21,texto
1962,263,Aula 1,1,24,quiz
1963,263,Aula 2,2,9,quiz
1964,263,Aula 3,3,5,texto
1965,263,Aula 4,4,23,quiz
1966,263,Aula 5,5,21,video
1967,263,Aula 6,6,13,video
1968,263,Aula 7,7,6,texto
1969,263,Aula 8,8,11,quiz
1970,263,Aula 9,9,24,texto
1971,264,Aula 1,1,19,quiz
1972,264,Aula 2,2,5,video
1973,264,Aula 3,3,17,quiz
1974,264,Aula 4,4,13,quiz
1975,264,Aula 5,5,16,video
1976,264,Aula 6,6,5,texto
1977,265,Aula 1,1,12,texto
1978,265,Aula 2,2,21,quiz
1979,265,Aula 3,3,8,texto
1980,265,Aula 4,4,20,quiz
1981,265,Aula 5,5,22,video
1982,265,Aula 6,6,10,video
1983,265,Aula 7,7,21,texto
1984,265,Aula 8,8,22,quiz
1985,265,Aula 9,9,5,video
1986,266,Aula 1,1,21,texto
1987,266,Aula 2,2,15,texto
1988,266,Aula 3,3,17,quiz
1989,266,Aula 4,4,10,video
1990,266,Aula 5,5,16,quiz
1991,266,Aula 6,6,16,texto
1992,266,Aula 7,7,25,texto
1993,267,Aula 1,1,21,texto
1994,267,Aula 2,2,6,quiz
1995,267,Aula 3,3,13,texto
1996,267,Aula 4,4,5,quiz
1997,267,Aula 5,5,13,video
1998,267,Aula 6,6,9,texto
1999,267,Aula 7,7,17,quiz
2000,268,Aula 1,1,7,quiz
2001,268,Aula 2,2,17,quiz
2002,268,Aula 3,3,24,quiz
2003,268,Aula 4,4,12,texto
2004,268,Aula 5,5,12,quiz
2005,268,Aula 6,6,9,texto
2006,268,Aula 7,7,14,quiz
2007,269,Aula 1,1,19,quiz
2008,269,Aula 2,2,9,video
2009,269,Aula 3,3,25,video
2010,269,Aula 4,4,23,quiz
2011,269,Aula 5,5,11,video
2012,269,Aula 6,6,14,quiz
2013,269,Aula 7,7,21,video
2014,269,Aula 8,8,18,video
2015,270,Aula 1,1,15,video
2016,270,Aula 2,2,22,quiz
2017,270,Aula 3,3,8,video
2018,270,Aula 4,4,15,video
2019,270,Aula 5,5,5,texto
2020,270,Aula 6,6,18,texto
2021,270,Aula 7,7,14,texto
2022,271,Aula 1,1,9,video
2023,271,Aula 2,2,8,video
2024,271,Aula 3,3,10,video
2025,271,Aula 4,4,24,quiz
2026,271,Aula 5,5,13,quiz
2027,271,Aula 6,6,23,quiz
2028,271,Aula 7,7,12,quiz
2029,271,Aula 8,8,12,video
2030,272,Aula 1,1,16,video
2031,272,Aula 2,2,20,video
2032,272,Aula 3,3,21,quiz
2033,272,Aula 4,4,20,quiz
2034,272,Aula 5,5,25,texto
2035,272,Aula 6,6,10,texto
2036,273,Aula 1,1,20,video
2037,273,Aula 2,2,10,video
2038,273,Aula 3,3,12,video
2039,273,Aula 4,4,18,video
2040,273,Aula 5,5,13,texto
2041,273,Aula 6,6,12,quiz
2042,273,Aula 7,7,11,video
2043,273,Aula 8,8,7,video
2044,273,Aula 9,9,19,quiz
2045,274,Aula 1,1,15,texto
2046,274,Aula 2,2,12,texto
2047,274,Aula 3,3,17,video
2048,274,Aula 4,4,24,quiz
2049,274,Aula 5,5,17,quiz
2050,274,Aula 6,6,15,texto
2051,274,Aula 7,7,24,quiz
2052,274,Aula 8,8,23,quiz
2053,274,Aula 9,9,22,quiz
2054,275,Aula 1,1,21,video
2055,275,Aula 2,2,19,texto
2056,275,Aula 3,3,6,video
2057,275,Aula 4,4,21,quiz
2058,275,Aula 5,5,17,quiz
2059,275,Aula 6,6,6,quiz
2060,276,Aula 1,1,21,quiz
2061,276,Aula 2,2,6,video
2062,276,Aula 3,3,14,texto
2063,276,Aula 4,4,17,texto
2064,276,Aula 5,5,14,texto
2065,276,Aula 6,6,10,texto
2066,276,Aula 7,7,14,quiz
2067,276,Aula 8,8,6,quiz
2068,276,Aula 9,9,21,video
2069,277,Aula 1,1,25,texto
2070,277,Aula 2,2,7,quiz
2071,277,Aula 3,3,21,video
2072,277,Aula 4,4,10,quiz
2073,277,Aula 5,5,22,video
2074,277,Aula 6,6,17,texto
2075,277,Aula 7,7,15,texto
2076,277,Aula 8,8,5,video
2077,277,Aula 9,9,19,quiz
2078,278,Aula 1,1,19,video
2079,278,Aula 2,2,13,texto
2080,278,Aula 3,3,25,quiz
2081,278,Aula 4,4,10,quiz
2082,278,Aula 5,5,8,video
2083,278,Aula 6,6,8,quiz
2084,278,Aula 7,7,19,quiz
2085,279,Aula 1,1,7,quiz
2086,279,Aula 2,2,17,quiz
2087,279,Aula 3,3,21,quiz
2088,279,Aula 4,4,10,texto
2089,279,Aula 5,5,22,texto
2090,279,Aula 6,6,6,video
2091,279,Aula 7,7,15,quiz
2092,279,Aula 8,8,9,video
2093,280,Aula 1,1,10,quiz
2094,280,Aula 2,2,6,texto
2095,280,Aula 3,3,14,texto
2096,280,Aula 4,4,19,texto
2097,280,Aula 5,5,25,video
2098,280,Aula 6,6,8,video
2099,280,Aula 7,7,11,video
2100,281,Aula 1,1,5,texto
2101,281,Aula 2,2,20,texto
2102,281,Aula 3,3,22,video
2103,281,Aula 4,4,24,texto
2104,281,Aula 5,5,12,video
2105,281,Aula 6,6,23,quiz
2106,281,Aula 7,7,20,texto
2107,281,Aula 8,8,18,texto
2108,282,Aula 1,1,24,quiz
2109,282,Aula 2,2,5,video
2110,282,Aula 3,3,22,texto
2111,282,Aula 4,4,24,quiz
2112,282,Aula 5,5,22,video
2113,282,Aula 6,6,6,video
2114,283,Aula 1,1,6,quiz
2115,283,Aula 2,2,16,video
2116,283,Aula 3,3,9,video
2117,283,Aula 4,4,23,quiz
2118,283,Aula 5,5,14,texto
2119,283,Aula 6,6,7,video
2120,283,Aula 7,7,8,texto
2121,284,Aula 1,1,10,quiz
2122,284,Aula 2,2,14,quiz
2123,284,Aula 3,3,24,quiz
2124,284,Aula 4,4,22,video
2125,284,Aula 5,5,19,quiz
2126,284,Aula 6,6,23,texto
2127,284,Aula 7,7,6,video
2128,285,Aula 1,1,15,texto
2129,285,Aula 2,2,17,video
2130,285,Aula 3,3,18,quiz
2131,285,Aula 4,4,7,texto
2132,285,Aula 5,5,20,video
2133,285,Aula 6,6,8,quiz
2134,285,Aula 7,7,13,texto
2135,285,Aula 8,8,21,texto
2136,286,Aula 1,1,11,quiz
2137,286,Aula 2,2,6,video
2138,286,Aula 3,3,23,quiz
2139,286,Aula 4,4,25,quiz
2140,286,Aula 5,5,7,texto
2141,286,Aula 6,6,24,quiz
2142,286,Aula 7,7,14,texto
2143,287,Aula 1,1,13,quiz
2144,287,Aula 2,2,23,quiz
2145,287,Aula 3,3,16,video
2146,287,Aula 4,4,24,quiz
2147,287,Aula 5,5,20,quiz
2148,287,Aula 6,6,25,texto
2149,287,Aula 7,7,20,video
2150,287,Aula 8,8,24,video
2151,288,Aula 1,1,11,video
2152,288,Aula 2,2,8,video
2153,288,Aula 3,3,19,quiz
2154,288,Aula 4,4,8,quiz
2155,288,Aula 5,5,11,quiz
2156,288,Aula 6,6,18,texto
2157,288,Aula 7,7,6,texto
2158,288,Aula 8,8,16,quiz
2159,289,Aula 1,1,5,quiz
2160,289,Aula 2,2,11,quiz
2161,289,Aula 3,3,14,texto
2162,289,Aula 4,4,7,texto
2163,289,Aula 5,5,14,quiz
2164,289,Aula 6,6,22,texto
2165,289,Aula 7,7,5,video
2166,290,Aula 1,1,15,texto
2167,290,Aula 2,2,23,quiz
2168,290,Aula 3,3,5,video
2169,290,Aula 4,4,11,texto
2170,290,Aula 5,5,15,quiz
2171,290,Aula 6,6,20,texto
2172,290,Aula 7,7,6,quiz
2173,290,Aula 8,8,9,texto
2174,291,Aula 1,1,25,texto
2175,291,Aula 2,2,22,texto
2176,291,Aula 3,3,19,texto
2177,291,Aula 4,4,6,quiz
2178,291,Aula 5,5,14,quiz
2179,291,Aula 6,6,15,quiz
2180,291,Aula 7,7,22,video
2181,292,Aula 1,1,23,quiz
2182,292,Aula 2,2,15,texto
2183,292,Aula 3,3,7,video
2184,292,Aula 4,4,13,video
2185,292,Aula 5,5,15,texto
2186,292,Aula 6,6,25,quiz
2187,292,Aula 7,7,10,quiz
2188,293,Aula 1,1,10,quiz
2189,293,Aula 2,2,8,texto
2190,293,Aula 3,3,15,quiz
2191,293,Aula 4,4,6,texto
2192,293,Aula 5,5,18,video
2193,293,Aula 6,6,20,video
2194,293,Aula 7,7,16,texto
2195,293,Aula 8,8,14,video
2196,293,Aula 9,9,21,texto
2197,294,Aula 1,1,8,texto
2198,294,Aula 2,2,6,video
2199,294,Aula 3,3,7,texto
2200,294,Aula 4,4,21,video
2201,294,Aula 5,5,20,quiz
2202,294,Aula 6,6,9,video
2203,294,Aula 7,7,15,texto
2204,295,Aula 1,1,15,video
2205,295,Aula 2,2,8,quiz
2206,295,Aula 3,3,9,video
2207,295,Aula 4,4,6,texto
2208,295,Aula 5,5,17,quiz
2209,295,Aula 6,6,21,video
2210,295,Aula 7,7,5,texto
2211,295,Aula 8,8,6,quiz
2212,296,Aula 1,1,15,texto
2213,296,Aula 2,2,6,video
2214,296,Aula 3,3,21,quiz
2215,296,Aula 4,4,14,video
2216,296,Aula 5,5,23,texto
2217,296,Aula 6,6,25,video
2218,297,Aula 1,1,11,video
2219,297,Aula 2,2,14,texto
2220,297,Aula 3,3,22,texto
2221,297,Aula 4,4,19,quiz
2222,297,Aula 5,5,8,texto
2223,297,Aula 6,6,9,video
2224,297,Aula 7,7,13,video
2225,297,Aula 8,8,5,quiz
2226,298,Aula 1,1,11,quiz
2227,298,Aula 2,2,16,quiz
2228,298,Aula 3,3,15,texto
2229,298,Aula 4,4,9,quiz
2230,298,Aula 5,5,14,quiz
2231,298,Aula 6,6,12,video
2232,299,Aula 1,1,14,quiz
2233,299,Aula 2,2,15,quiz
2234,299,Aula 3,3,19,video
2235,299,Aula 4,4,9,video
2236,299,Aula 5,5,20,quiz
2237,299,Aula 6,6,6,video
2238,300,Aula 1,1,6,video
2239,300,Aula 2,2,18,texto
2240,300,Aula 3,3,10,quiz
2241,300,Aula 4,4,24,quiz
2242,300,Aula 5,5,25,quiz
2243,300,Aula 6,6,19,quiz
2244,300,Aula 7,7,16,texto
2245,300,Aula 8,8,15,video
2246,300,Aula 9,9,22,video
2247,301,Aula 1,1,23,video
2248,301,Aula 2,2,7,quiz
2249,301,Aula 3,3,19,video
2250,301,Aula 4,4,19,texto
2251,301,Aula 5,5,25,quiz
2252,301,Aula 6,6,19,texto
2253,301,Aula 7,7,12,video
2254,301,Aula 8,8,9,quiz
2255,301,Aula 9,9,13,texto
2256,302,Aula 1,1,10,quiz
2257,302,Aula 2,2,15,texto
2258,302,Aula 3,3,19,texto
2259,302,Aula 4,4,5,video
2260,302,Aula 5,5,20,video
2261,302,Aula 6,6,16,texto
2262,302,Aula 7,7,19,video
2263,302,Aula 8,8,14,texto
2264,302,Aula 9,9,24,quiz
2265,303,Aula 1,1,21,video
2266,303,Aula 2,2,17,quiz
2267,303,Aula 3,3,8,texto
2268,303,Aula 4,4,22,quiz
2269,303,Aula 5,5,7,texto
2270,303,Aula 6,6,22,texto
2271,303,Aula 7,7,17,quiz
2272,304,Aula 1,1,12,quiz
2273,304,Aula 2,2,12,quiz
2274,304,Aula 3,3,10,texto
2275,304,Aula 4,4,17,video
2276,304,Aula 5,5,15,video
2277,304,Aula 6,6,23,texto
2278,304,Aula 7,7,18,quiz
2279,304,Aula 8,8,15,quiz
2280,304,Aula 9,9,12,video
2281,305,Aula 1,1,23,texto
2282,305,Aula 2,2,8,quiz
2283,305,Aula 3,3,24,texto
2284,305,Aula 4,4,15,quiz
2285,305,Aula 5,5,8,texto
2286,305,Aula 6,6,10,texto
2287,306,Aula 1,1,7,quiz
2288,306,Aula 2,2,8,quiz
2289,306,Aula 3,3,24,texto
2290,306,Aula 4,4,15,texto
2291,306,Aula 5,5,25,quiz
2292,306,Aula 6,6,6,video
2293,306,Aula 7,7,11,video
2294,306,Aula 8,8,23,quiz
2295,306,Aula 9,9,5,video
2296,307,Aula 1,1,19,quiz
2297,307,Aula 2,2,14,texto
2298,307,Aula 3,3,24,quiz
2299,307,Aula 4,4,19,video
2300,307,Aula 5,5,11,quiz
2301,307,Aula 6,6,15,texto
2302,307,Aula 7,7,23,quiz
2303,308,Aula 1,1,18,quiz
2304,308,Aula 2,2,16,video
2305,308,Aula 3,3,23,video
2306,308,Aula 4,4,24,quiz
2307,308,Aula 5,5,17,video
2308,308,Aula 6,6,14,video
2309,308,Aula 7,7,16,quiz
2310,308,Aula 8,8,6,video
2311,309,Aula 1,1,8,texto
2312,309,Aula 2,2,5,video
2313,309,Aula 3,3,18,quiz
2314,309,Aula 4,4,23,texto
2315,309,Aula 5,5,25,texto
2316,309,Aula 6,6,17,texto
2317,309,Aula 7,7,17,texto
2318,309,Aula 8,8,22,video
2319,310,Aula 1,1,20,video
2320,310,Aula 2,2,11,quiz
2321,310,Aula 3,3,17,texto
2322,310,Aula 4,4,18,video
2323,310,Aula 5,5,14,quiz
2324,310,Aula 6,6,9,video
2325,310,Aula 7,7,5,video
2326,311,Aula 1,1,9,quiz
2327,311,Aula 2,2,20,quiz
2328,311,Aula 3,3,18,video
2329,311,Aula 4,4,7,video
2330,311,Aula 5,5,25,texto
2331,311,Aula 6,6,19,quiz
2332,312,Aula 1,1,24,video
2333,312,Aula 2,2,19,quiz
2334,312,Aula 3,3,18,quiz
2335,312,Aula 4,4,19,texto
2336,312,Aula 5,5,16,video
2337,312,Aula 6,6,10,texto
2338,312,Aula 7,7,24,video
2339,312,Aula 8,8,23,texto
2340,312,Aula 9,9,12,quiz
2341,313,Aula 1,1,18,quiz
2342,313,Aula 2,2,23,texto
2343,313,Aula 3,3,6,video
2344,313,Aula 4,4,23,texto
2345,313,Aula 5,5,16,video
2346,313,Aula 6,6,23,texto
2347,313,Aula 7,7,7,video
2348,313,Aula 8,8,21,texto
2349,314,Aula 1,1,21,video
2350,314,Aula 2,2,21,quiz
2351,314,Aula 3,3,7,video
2352,314,Aula 4,4,20,quiz
2353,314,Aula 5,5,7,quiz
2354,314,Aula 6,6,25,quiz
2355,314,Aula 7,7,23,texto
2356,314,Aula 8,8,24,video
2357,314,Aula 9,9,15,quiz
2358,315,Aula 1,1,20,texto
2359,315,Aula 2,2,21,texto
2360,315,Aula 3,3,23,quiz
2361,315,Aula 4,4,15,texto
2362,315,Aula 5,5,16,texto
2363,315,Aula 6,6,14,video
2364,316,Aula 1,1,24,quiz
2365,316,Aula 2,2,14,quiz
2366,316,Aula 3,3,23,texto
2367,316,Aula 4,4,6,quiz
2368,316,Aula 5,5,20,quiz
2369,316,Aula 6,6,10,quiz
2370,317,Aula 1,1,14,quiz
2371,317,Aula 2,2,24,video
2372,317,Aula 3,3,14,texto
2373,317,Aula 4,4,7,video
2374,317,Aula 5,5,21,video
2375,317,Aula 6,6,13,texto
2376,318,Aula 1,1,24,texto
2377,318,Aula 2,2,13,texto
2378,318,Aula 3,3,5,quiz
